id,question_text,option_a,option_b,option_c,option_d,has_image,image_urls,source_url
402,"Aşağıdakilerin hangisinde kırık olduğunda atelle tespit uygulaması yapılır?","Kürek kemiği","Ön kol kemiği","Kaburga kemiği","Köprücük kemiği",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
403,"Solunum yolu tıkanıklığı yaşayan bir kazazedenin; konuşamadığını, nefes alamadığını, renginin morardığını ve acı çekerek ellerini boynuna götürdüğünü gözlemlediniz. Bu durumda aşağıdaki ilk yardım uygulamalarından hangisinin yapılması uygun olur?","Üçgen bandaj uygulaması","Heimlich manevrası","Turnike uygulaması","Rentek manevrası",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
404,"Aşağıdakilerden hangisi yakıt sisteminde yapılan ayarlardandır?","Rölanti ayarı","Debriyaj ayarı","Platin ayarı","Buji ayarı",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
405,"Diz ile kalça arasındaki kemikte kırık var","","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
406,"rsa dıştan uygulanacak atelin boyu ne kadar olmalıdır?","Topuktan dize kadar","Dizden kalçaya kadar","Topuktan kalçaya kadar","Topuktan koltuk altına kadar",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
407,"Aracın gösterge panelinde bulunan şekildeki gösterge sürücüye neyi bildirir?","","","","",TRUE,"/images/sorular/13aralik2","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
408,"Şekildeki gösterge panelinde bulunan şekildeki gösterge sürücüye neyi bildirir?","Karterdeki yağ miktarını","Depodaki yakıt miktarını","Soğutma suyu sıcaklığını","Radyatördeki su seviyesini",TRUE,"014ehliyetsorulari/soru43.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
409,"İlk yardımcı, başını kazazedenin göğsüne bakacak şekilde yan çevirerek yüzünü kazazedenin ağzına yaklaştırır, - - - - ile solunum yapıp yapmadığını 10 saniye süreyle değerlendirir. Bu ifadede boş bırakılan yere aşağıdakilerden hangisi yazılmalıdır?","bak-dinle-hisset yöntemi","Heimlich manevrası","turnike uygulaması","şok pozisyonu",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
410,"Şekildeki aracın yoluna devam edebilmesi için, ışıklı trafik işaret cihazında yanan ışığın rengi ne olmalıdır?","Sarı","Yeşil","Kırmızı","Kırmızı ile birlikte sarı",TRUE,"/images/10sinav3/soru36.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
411,"Kanın vücuttaki görevleriyle ilgili olarak verilenlerden hangisi yanlıştır?","Pıhtılaşmanın sağlanmasında rol oynar.","Vücut sıcaklığını ve vücudun sıvı dengesini ayarlar.","Oksijen, besin maddesi ve hormonları hücrelere, atık maddeleri ve karbondioksiti ilgili organlara taşır.","Vücudun hastalık etkeni olan mikroorganizmalara karşı savunmasını zayıflatır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
412,"Vücudumuzda belli bir işlevi yerine getirmek amacıyla bir araya gelen organların oluşturdukları yapıya ne denir?","Doku","Hücre","Gövde","Sistem",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
413,"Radyatörde suyun azalmasının sebebi aşağıdakilerden hangisidir?","Termostat arızalıdır.","Vantilatör kayışı sıkıdır.","Hararet (ısı) göstergesi arızalıdır.","Silindir kapak contasında kaçak vardır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
414,"Aşağıdakilerden hangisi motorda hararetin yükselmesine sebep olabilir?","Soğutma suyunda antifrizin olması","Distribütör kapağının çatlak olması","Vantilatör kayışının çok gergin olması","Aracın uygun vites ve devirde kullanılmaması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
415,"""Ben bir canlıyı öldürme ve çevreye zarar verme potansiyeli olan 'aracı' güvenli bir şekilde ve kimseye ve hiçbir şeye zarar vermeden kullanmak için gerekli bilgileri öğrendim ve bu bilgileri uygulamak için gerekli olan kişilik özelliklerine, yetişkinliğe ve sorumluluk duygusuna, psikolojik ve fiziksel uygunluğa sahibim"" Diyen bir kişi için aşağıdakilerden hangisi söylenebilir?","Sorumluluk sahibidir","Kendine güvenmektedir","Araç kullanma noktasında tecrübelidir","Yardımlaşmayı sever",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
416,"Videoya göre, kırmızı otomobil sürücüsü nasıl davranmalıdır?","Önündeki aracın sağından yoluna devam etmeli","Solundaki şeride geçmeli","Yavaşlamalı ve önündeki aracın arkasından yoluna devam etmeli","Korna çalarak önündeki aracın hızlanmasını istemeli",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
417,"Taşıtlardaki süspansiyon sisteminin görevi aşağıdakilerden hangisidir?","Yakıt tüketimini azaltmak","Aracın dönüşlerini sağlamak","Akünün şarj olmasını sağlamak","Titreşimleri, salınımları ve ani şokları sönümlemek",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
418,"Marşa basıldığında motor dönüyor ancak çalışmıyorsa ilk olarak aşağıdakilerden hangisi kontrol edilmelidir?","Bujiler","Akü suyu","Motor yağ seviyesi","Depodaki yakıt seviyesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
419,"Görselde bebeklerde ilk yardım olarak uygulanan Heimlich manevrasının uygulama aşamaları karışık olarak verilmiştir. Buna göre, sıralamanın doğru olması için numaralanmış aşamalardan hangileri yer değiştirmelidir?","I ve II","I ve IV","II ve III","III ve IV",TRUE,"/images/animasyonlu_sorular/4s.JPG","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
420,"Motorlu","","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
421,"bisikletler otoyollarda asgari kaç km hızla gitmelidir?","Giremez","40","50","60",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
422,"Aşağıdakilerden hangisinin motor çalışma sıcaklığına ulaşmadan önce yapılması uygun değildir?","Ani olarak gaz verilmesi","Yan aynaların kontrol edilmesi","Sol sinyal lambalarının yakılması","Vitesin yumuşak bir şekilde yükseltilmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
423,"Haritaların sol kenar çizgisi hangi ana yönü gösterir?","Batı","Doğu","Kuzey","Güney",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
424,"Otomobillerin trafiğe çıkarılabilmesi için aşağıdakilerden hangisinin yaptırılması zorunludur?","Zorunlu mali sorumluluk sigortasının","Koltuk ferdi kaza sigortasının","Kasko sigortasının","Aracın bakımının",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
425,"Aşağıdakilerden hangisi yolun her iki yönden taşıt trafiğine kapatılmış olduğunu bildirir?","","","","",TRUE,"/images/10sinav1/Soru9a.gif;/images/10sinav1/Soru9b.gif;/images/10sinav1/Soru9c.gif;/images/10sinav1/Soru9d.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
426,"Yukarıdakilerden hangileri, sürücü adaylarına sürücü kurslarında okutulan derslerdendir?","Yalnız I","I - II","II - III - IV","I - II - III - IV",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
427,"Yerleşim yeri içindeki yollarda, aksine bir işaret yoksa, minibüs, otobüs ve kamyon için azami hız saatte kaç kilometredir?","20","30","40","50",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
428,"Yanık vakalarında uygulanan ilk yardımda aşağıdakilerden hangisinin yapılması yanlıştır?","Yanığa bağlı oluşan su dolu kabarcıkların patlatılması","Kazazedenin alevli yanması durumunda hava ile temasının kesilmesi","Kimyasal madde yanıklarında yanan bölgenin bol su ile yıkanması","Bilinci yerinde ise bol su verilmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
429,"Motorlu bisiklet ve motosiklette bulunan sürücü ile yolcunun koruyucu başlık ve gözlük kullanmaları konusundaki hükümlerden hangisi doğrudur?","Sürücü başlık ve gözlük, yolcu sadece başlık kullanmalıdır.","Sürücü sadece başlık, yolcu gözlük ve başlık kullanmalıdır.","Sürücü ile yolcu başlık ve gözlük kullanmak mecburiyetindedir.","Sürücü ile yolcunun gözlük ve başlık kullanması isteğe bağlıdır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
430,"Aşağıdakilerden hangisi şok pozisyonudur?","","","","",TRUE,"/images/sorular/27haziran/soru9cevapa.jpg;/images/sorular/27haziran/soru9cevapb.jpg;/images/sorular/27haziran/soru9cevapc.jpg;/images/sorular/27haziran/soru9cevapd.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
431,"Görseldeki yol çizgileri ve yer işaretlemeleri, numaralanmış ifadelerden hangilerini belirtir?","I ve II","I ve III","II ve III","I, II ve III",TRUE,"/images/animasyonlu_sorular/16.JPG","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
432,"Aşağıdakilerden hangisi sürücüleri yayalara karşı uyaran işarettir?","","","","",TRUE,"/images/deneme5/18a.gif;/images/deneme5/18b.gif;/images/deneme5/18c.gif;/images/deneme5/18d.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
433,"Yukarıda verilen esaslar hangi durumda uygulanır?","","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
434,"""İşaret levhalarına yaklaşım yönünde ve park izni verilen yerler dışında; yerleşim birimleri içinde - - - - metre ve yerleşim birimleri dışında - - - - metre mesafede duraklamak yasaktır."" Bu cümlede boş bırakılan yerlere hangileri getirilmelidir?","15-100","20-150","30-200","40-250",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
435,"Aşağıdakilerden hangisi, yan yatış pozisyonuna alınarak taşınabilir?","Göğüs kemiğinde kırık olanlar","Kalça kemiğinde kırık olanlar","Omurilik zedelenmesi olanlar","Besin zehirlenmesi olanlar",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
436,"Aşağıdakilerden hangisi sürüş güvenliğini olumsuz yönde etkiler?","Viraja girmeden önce hızı artırmak","Aracı kullanırken yola konsantre olmak","Yüksek hızlarda ani manevra yapmaktan kaçınmak","Her hızda, fren için ne kadar duruş mesafesi olduğunu hesaplamayı öğrenmek",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
437,"1- Suni solunum uygulanması
2- Dolaşımın değerlendirilmesi
3- Kalp masajı uygulanması
4- Hava yolu açıklığının sağlanması
""Yeniden canlandırma"" basamaklarının sıralaması hangi seçenekte doğru şekilde verilmiştir?","1 - 2 - 3 - 4","2 - 3 - 1 - 4","4 - 1 - 2 - 3","3 - 2 - 1 - 4",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
438,"Aşağıdakilerden hangisi solunum sistemi organlarındandır?","Akciğer","Mide","Karaciğer","Beyin",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
439,"Aşağıdakilerden hangisi trafikte bireye yapılan hak ihlallerindendir?","Aşırı hız yapmaktan kaçınılması","Geçiş önceliğine sahip araçlara yol verilmesi","Engelli kişiler için ayrılmış yerlere park edilmesi","Trafikte sürücülerin tek başına olmadığının düşünülmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
440,"Lastik hava basınçlarının çok düşük veya çok yüksek olması aşağıdakilerden hangisine neden olur?","El freninin arızalanmasına","Sürüş güvenliğinin artmasına","Bijon somunlarının gevşemesine","Lastiklerin kullanım ömrünün kısalmasına",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
441,"Şok pozisyonunda hastanın ayaklarının yukarıya kaldırılmasının amacı nedir?","Sindirime yardımcı olmak","Vücut sıcaklığını düşürmek","Beyne yeterince kan gitmesini sağlamak","Solunumun düzenli olmasını sağlamak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
442,"Motorlu bisiklet, motosiklet ve sürücüleri ile ilgili olarak aşağıdakilerden hangisinin yapılması yasaktır?","Geçme yaparken sinyal verilmesi","Tehlikeli madde taşıyan araçların geçilmesi","Sürülmeleri sırasında elde bagaj, paket ve benzerlerinin taşınması","Gidiş yönüne göre yolun en sağından seyredilmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
443,"Görseldeki otoyol bilgi levhası hangisini bildirir?","Cep telefonu sinyalinin güçlü olduğunu","Radyo yayınlarının yol boyunca dinlenebileceğini","Ücretli otoyola girileceğini","Yol boyunca elektronik denetleme sisteminin olduğunu",TRUE,"/images/animasyonlu_sorular/30.JPG","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
444,"Aşağıdakilerden hangisi, aracın elektrik devrelerinde meydana gelebilecek kısa devre sonunda sistemi olası yangın tehlikesine karşı korumak için kullanılır?","Flaşör","Sigorta","Far anahtarı","Sinyal ampulü",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
445,"Yerleşim birimleri dışındaki karayollarında geceleri seyrederken, yeterince aydınlatılmamış tünellere girerken, benzeri yer ve hâllerde - - - - yakılması mecburidir. Verilen ifadede boş bırakılan yere aşağıdakilerden hangisi yazılmalıdır?","sis ışıklarının","park ışıklarının","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
446,"Araçlarda emniyet kemeri kullanımının zorunlu olması ile aşağıdakilerden hangisi hedeflenmektedir?","Denetimlerde herhangi bir sorun yaşanmaması","Kaza anında ölüm ve yaralanmaların en aza indirilmesi","Sürücülerin dikkatinin artırılması","Kazaların önlenmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
447,"Aşağıdakilerden hangisi çevre kirliliğini önleyici tedbirlerden biri değildir?","Kısa mesafeli yerlere yürüyerek gidilmesi","İniş eğimli yollarda motorun durdurulması","Trafiğin yoğun olmadığı taşıt yollarının seçilmesi","Mümkün olduğunca toplu taşıma araçlarının kullanılması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
448,"• Ani duruş ve hızlanmalardan kaçınılması
• Tavsiye edilen tip ve ebatlarda araç lastiği kullanılması
• Araçta yapılması gerekli bakım ve ayarların zamanında yapılması
Verilenler sonucunda aşağıdakilerden hangisinin gerçekleşmesi beklenir?","Çevre kirliliğinin artması","Sürüş konforunun azalması","Trafik yoğunluğunun artması","Aracın daha az yakıt tüketmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
449,"Araçta kullanım ömrünü tamamlamış lastiklerin kullanılması aşağıdakilerden hangisini artırır?","Sürüş konforunu","Trafik kazası riskini","Direksiyon hâkimiyetini","Aracın yol üzerinde tutunmasını",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
450,"Şekildeki gibi devamlı çizgi bulunan kara yolu için aşağıdakilerden hangisi söylenemez?","Çizginin yolda ayırıcı görev yaptığı","Diğer şeride geçilemeyeceği","Öndeki aracın geçilebileceği","İki yönlü kara yolu olduğu",TRUE,"/images/sorular/24agustos2014ehliyetsorulari/soru33.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
451,"Kışın aşırı soğuktan dolayı motor soğutma suyu donduğu zaman meydana gelen genleşme kuvveti; silindir bloğu, silindir kapağı ve radyatörü çatlatabilir.
Buna göre, donmayı önlemek için motor soğutma suyuna aşağıdakilerden hangisinin yeterli miktarda karıştırılması gerekir?","Asit","Saf su","Antifriz","Motor yağı",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
452,"Aşağıdakilerden hangisi egzoz gazından zehirlenen kişiye uygulanmaz?","Solunumu durmuşsa suni solunum yapmak","Kusmasını sağlamak","Temiz havaya çıkarmak","Sıcak tutmak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
453,"Motosikletin sürülmesi sırasında aşağıdakilerden hangisinin kullanılması, olası bir kaza anında kafa yaralanmalarının sayısını ve şiddetini önemli ölçüde azaltır?","Kask","Eldiven","Yansıtıcı giysi","Dayanıklı bot",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
454,"Bilinç kaybının en ileri durumu, koma hâli olarak bilinir. Buna göre, aşağıdakilerden hangisi koma hâli belirtilerindendir?","Öksürmek","Yutkunmak","İdrar kaçırmak","Sesli dürtülere tepki vermek",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
455,"Kara yolunda, ticari olarak tescil edilmiş bir motorlu taşıtı süren kişiye ne ad verilir?","Şoför","Sürücü","İşleten","Araç sahibi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
456,"Yağmurlu bir günde araç sürerken kaldırımdaki yayalara su sıçratmamaya özen gösterilmesi durumu, trafikte hangi temel değere sahip olunduğuna örnektir?","İnatlaşmaya","Yardımlaşmaya","Nezaket ve saygıya","Konuşma üslubuna",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
457,"I.Rot başlarının boşluk yapması
II.Ön cam sileceklerinin çalışmaması
III.Park lambalarının yanmaması
IV.Kısa hüzmeli far ayarının bozuk olması
Araç muayenesi sırasında, numaralanmış arızalardan hangileri ağır kusur olarak değerlendirilir?","I ve IV","II ve IV","I, II ve III","II, III ve IV",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
458,"Bir olay ya da durumda, karşımızdaki kişi hakkında herhangi bir yargıda bulunmadan önce kendimizi onun yerine koyarak o","","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
459,"Yukarıdaki açıklama, trafik adabı açısından da çok ciddi bir öneme sahip olan hangi davranış özelliğine aittir?","Öfke","Empati","Bastırma","Engellenme",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-4.html"
460,"Sağlıklı yetişkin bir kişinin dakikadaki sol","","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
461,"unum sayısı kaçtır?","10 - 18","12 - 20","14 - 22","16 – 24",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
462,"Şekle göre hangi numaralı araçlar hatalı park edilmiştir?","Yalnız III","I ve II.","I ve III.","I, II ve III.",TRUE,"/images/atemmuz2017/29.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
463,"Kalp masajı uygulaması, aşağıdaki durumların hangisinde sonlandırılır?","Kalp çalıştığında","112´ye haber verildiğinde","Kazazedenin akrabaları geldiğinde","Kazazedenin cildinde kızarıklıklar gözlemlendiğinde",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
464,"Aşağıdakilerden hangisi araçlar için duraklamayı ifade eder?","Yolcu indirirken beklemek","5 dakikadan fazla beklemek","Kırmızı ışık yanarken beklemek","Görevlilerce verilen emirle durmak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
465,"İlk yardım çantasında aşağıdakilerden hangisinin bulundurulması zorunlu değildir?","Kâğıt mendilin","Çengelli iğnenin","Steril gazlı bezin","Makasın",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
466,"Araçların muayene süresi dolmasa bile, aşağıdaki hâllerin hangisinden dolayı özel muayenesi zorunludur?","Kazaya karışması sonucu yetkili görevli tarafından gerekli görüldüğünde","Sürücüsü veya işleticisi değiştiğinde","Motoru bakımdan geçirildiğinde","Sahibi değiştiğinde",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
467,"Şekle göre sürücünün aşağıdakilerden hangisini yapması yanlıştır?","Yayanın geçmesini beklemesi","Yaya geçidine uygun mesafede durması","Yayayı ikaz ederek beklemesini istemesi","Yaya geçidine yaklaşırken hızını azaltması",TRUE,"/images/10sinav10/soru68.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
468,"Aşağıdakilerden hangisi yakıt enjeksiyon sisteminin parçasıdır?","Buji","Karter","Distribütör","Enjektör",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
469,"Şekildeki numaralanmış şeritlerden hangisi otoyollardan ayrılmak isteyen araçlar içindir?","1","2","3","4",TRUE,"/images/10sinav12/soru68.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
470,"Aşağıdakilerden hangisi trafik kazalarına neden olan çevre faktörlerinden değildir?","Yolun bakımsız olması","Kaldırımların yetersiz olması","Eski ve yetersiz araçların kullanılması","Uyarı işaretlerinin yetersiz olması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
471,"Aşağıdakilerden hangisi güvenli sürücülük için alınması gereken önlemlerdendir?","Sürüş öncesi alkollü içki içilmesi","Sürüş esnasında elde cep telefonu ile konuşulması","Yol şartlarına göre kontrol edilebilecek hızda araç kullanılması","Trafik yoğunluğu fazla olan güzergâhların tercih edilmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
472,"Aşağıdakilerden hangisi fazla yakıt tüketimine sebep olur ?","Yakıt borularının uzunluğu","Yağ filtresinin tıkalı olması","Yakıt filtresinin tıkalı olması","Hava filtresinin tıkalı olması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
473,"Şekildeki gibi sola dönüş yapacak olan sürücü, aşağıdakilerden hangilerini yapmalıdır? I. Sola dönüş lambasını yakmalı II. Hızını azaltmalı III. Dar bir kavisle dönmeli","Yalnız I","I ve II","II ve III","I, II ve III",TRUE,"/images/13subat/26.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
474,"Aşağıdakilerin hangisinde oynamaz eklem bulunur?","Dirsek","Omurga","Kafatası","El bileği",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
475,"Aracın gösterge panelinde bulunan şekildeki gösterge sürücüye neyi bildirir?","Aracın hızını","Yakıt miktarını","Motor sıcaklığını","Motor devir sayısını",TRUE,"/images/deneme/soru%20(24).png","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
476,"Güvenli bir geçiş yapılabilmesi için aşağıdakilerden hangisinin önemi yoktur?","Karşıdan gelen araçla olan mesafenin","Geçme yasağı olup olmadığının","Geçilecek aracın markasının","Geçilecek aracın hızının",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
477,"Aşağıdakilerden hangisi motorun parçasıdır?","Aks","Şaft","Rotil","Karter",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
478,"Geceleyin arkasındaki aracın geçme uyarısını alan araç sürücüsünün aşağıdakilerden hangisini yapması doğrudur?","Arkadaki araç sürücüsüne sinyalle geç işareti vermesi","Hızını sabit tutması, gerekirse yavaşlaması","Uzağı gösteren lambaları yakması","Taşıt yolunun soluna yaklaşması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
479,"Aşağıdaki taşıtların hangisinde yangın söndürme cihazının bulundurulması zorunludur?","","","","",TRUE,"/images/sorular/12ocak2014ehliyetsorulari/soru37cevapa.jpg;/images/sorular/12ocak2014ehliyetsorulari/soru37cevapb.jpg;/images/sorular/12ocak2014ehliyetsorulari/soru37cevapc.jpg;/images/sorular/12ocak2014ehliyetsorulari/soru37cevapd.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
480,"Bilinci kapalı olan kazazedenin durumu değerlendirilirken yapılacak uygulamaların sıralaması hangi seçenekte doğru olarak verilmiştir?","I - II - III","I - III - II","II - I - III","III - II - I",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
481,"Şekle göre aşağıdakilerden hangisi kesinlikle söylenir?","2 numaralı aracın yanlış şeritte seyrettiği","2 numaralı aracın takip mesafesine uymadığı","1 numaralı aracın dönüş işaretini yanlış kullandığı","1 numaralı aracın doğru geçmekte olan 2 numaralı araca yol vermediği",TRUE,"/images/banners/soru31.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
482,"Aşağıdakilerden hangisi aracın egzoz dumanının siyah renkte çıkmasına neden olur?","Motor yağının kirlenmesi","Motor yağının kalınlaşması","Karışım oranının bozulması","Motorun çalışma sıcaklığına ulaşması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
483,"Taşıt yolu üzerine çizilen şekildeki çizgilerin anlamı nedir?","Yaya geçidi","Sağa tehlikeli viraj","Taralı alana girilmez.","Taralı alan içine park edilebilir.",TRUE,"/images/sorular/8subat2014ehliyetsorulari/soru25.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
484,"Kanama olan bölgeye turnike uygularken aşağıdakilerden hangisine dikkat edilmelidir?","Eklem bölgesi olmasına","Kalp seviyesinde bir bölge olmasına","Vücutta yassı kemiklerin olduğu bölge olmasına","Vücutta atardamarların geçtiği ve tek kemikli bölge olmasına",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
485,"Aşağıdakilerden hangisi frenleme esnasında fren pedalının titremesine neden olur?","Balataların ıslanması","Balataların yeni olması","Fren ayarının düşük olması","Disk veya kampana yüzeylerinin bozuk olması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
486,"Yutkunma, öksürük gibi reflekslerin ve dışarıdan gelen uyarılara karşı tepkinin azalması ya da yok olması ile ortaya çıkan uzun süreli bilinç kaybına ne denir?","Sara","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
